line,gender
My man of men.,female
"My salad days,",female
"When I was green in judgment, cold in blood,",female
"To say as I said then. But come, away,",female
Get me ink and paper.,female
"He shall have every day a several greeting,",female
Or I’ll unpeople Egypt.,female
,female
"Enter Pompey, Menecrates and Menas in warlike manner.",female
"If we compose well here, to Parthia.",male
"Hark, Ventidius.",male
’Tis spoken well.,male
"Were we before our armies, and to fight,",male
I should do thus.,male
Thank you.,male
"Sit, sir.",male
"I learn you take things ill which are not so,",male
"Or being, concern you not.",male
"My being in Egypt, Caesar,",male
What was’t to you?,male
"How intend you, practised?",male
You do mistake your business. My brother never,male
"Did urge me in his act. I did inquire it,",male
And have my learning from some true reports,male
That drew their swords with you. Did he not rather,male
"Discredit my authority with yours,",male
"And make the wars alike against my stomach,",male
Having alike your cause? Of this my letters,male
"Before did satisfy you. If you’ll patch a quarrel,",male
"As matter whole you have not to make it with,",male
It must not be with this.,male
"Not so, not so.",male
I know you could not lack—I am certain on’t—,male
"Very necessity of this thought, that I,",male
"Your partner in the cause ’gainst which he fought,",male
Could not with graceful eyes attend those wars,male
"Which fronted mine own peace. As for my wife,",male
I would you had her spirit in such another.,male
"The third o’ th’ world is yours, which with a snaffle",male
"You may pace easy, but not such a wife.",male
"So much uncurbable, her garboils, Caesar,",male
Made out of her impatience—which not wanted,male
Shrewdness of policy too—I grieving grant,male
Did you too much disquiet. For that you must,male
But say I could not help it.,male
"Sir,",male
"He fell upon me ere admitted, then.",male
"Three kings I had newly feasted, and did want",male
Of what I was i’ th’ morning. But next day,male
"I told him of myself, which was as much",male
As to have asked him pardon. Let this fellow,male
"Be nothing of our strife; if we contend,",male
Out of our question wipe him.,male
"No, Lepidus, let him speak.",male
"The honour is sacred which he talks on now,",male
"Supposing that I lacked it. But on, Caesar:",male
The article of my oath?,male
"Neglected, rather;",male
And then when poisoned hours had bound me up,male
From mine own knowledge. As nearly as I may,male
I’ll play the penitent to you. But mine honesty,male
"Shall not make poor my greatness, nor my power",male
"Work without it. Truth is that Fulvia,",male
"To have me out of Egypt, made wars here,",male
"For which myself, the ignorant motive, do",male
So far ask pardon as befits mine honour,male
To stoop in such a case.,male
Thou art a soldier only. Speak no more.,male
You wrong this presence; therefore speak no more.,male
"I am not married, Caesar. Let me hear",male
Agrippa further speak.,male
Will Caesar speak?,male
"What power is in Agrippa,",male
"If I would say “Agrippa, be it so,”",male
To make this good?,male
May I never,male
"To this good purpose, that so fairly shows,",male
Dream of impediment! Let me have thy hand.,male
Further this act of grace; and from this hour,male
The heart of brothers govern in our loves,male
And sway our great designs!,male
"I did not think to draw my sword ’gainst Pompey,",male
For he hath laid strange courtesies and great,male
"Of late upon me. I must thank him only,",male
Lest my remembrance suffer ill report;,male
"At heel of that, defy him.",male
Where lies he?,male
What is his strength by land?,male
So is the fame.,male
Would we had spoke together! Haste we for it.,male
"Yet, ere we put ourselves in arms, dispatch we",male
The business we have talked of.,male
"Let us, Lepidus, not lack your company.",male
The world and my great office will sometimes,male
Divide me from your bosom.,male
"Good night, sir.—My Octavia,",male
Read not my blemishes in the world’s report.,male
"I have not kept my square, but that to come",male
"Shall all be done by th’ rule. Good night, dear lady.",male
"Now, sirrah, you do wish yourself in Egypt?",male
"If you can, your reason.",male
"Say to me,",male
"Whose fortunes shall rise higher, Caesar’s or mine?",male
Speak this no more.,male
Get thee gone.,male
Say to Ventidius I would speak with him.,male
,male
"He shall to Parthia. Be it art or hap,",male
"He hath spoken true. The very dice obey him,",male
And in our sports my better cunning faints,male
"Under his chance. If we draw lots, he speeds;",male
His cocks do win the battle still of mine,male
"When it is all to naught, and his quails ever",male
"Beat mine, inhooped, at odds. I will to Egypt:",male
"And though I make this marriage for my peace,",male
I’ th’ East my pleasure lies.,male
Enter Ventidius.,male
"O, come, Ventidius,",male
You must to Parthia. Your commission’s ready.,male
Follow me and receive ’t.,male
,male
"Enter Lepidus, Maecenas and Agrippa.",male
"Give me some music—music, moody food",female
Of us that trade in love.,female
"Let it alone. Let’s to billiards. Come, Charmian.",female
As well a woman with an eunuch played,female
"As with a woman. Come, you’ll play with me, sir?",female
"And when good will is showed, though’t come too short,",female
The actor may plead pardon. I’ll none now.,female
"Give me mine angle; we’ll to the river. There,",female
"My music playing far off, I will betray",female
Tawny-finned fishes. My bended hook shall pierce,female
"Their slimy jaws, and as I draw them up",female
"I’ll think them every one an Antony,",female
"And say “Ah, ha! You’re caught.”",female
That time?—O times!—,female
I laughed him out of patience; and that night,female
"I laughed him into patience, and next morn,",female
"Ere the ninth hour, I drunk him to his bed,",female
"Then put my tires and mantles on him, whilst",female
I wore his sword Philippan.,female
Enter Messenger.,female
O! from Italy!,female
"Ram thou thy fruitful tidings in mine ears,",female
That long time have been barren.,female
"Antony’s dead! If thou say so, villain,",female
"Thou kill’st thy mistress. But well and free,",female
"If thou so yield him, there is gold, and here",female
"My bluest veins to kiss, a hand that kings",female
"Have lipped, and trembled kissing.",female
"Why, there’s more gold.",female
"But sirrah, mark, we use",female
"To say the dead are well. Bring it to that,",female
The gold I give thee will I melt and pour,female
Down thy ill-uttering throat.,female
"Well, go to, I will.",female
But there’s no goodness in thy face if Antony,female
Be free and healthful. So tart a favour,female
"To trumpet such good tidings! If not well,",female
"Thou shouldst come like a Fury crowned with snakes,",female
Not like a formal man.,female
I have a mind to strike thee ere thou speak’st.,female
"Yet if thou say Antony lives, is well,",female
"Or friends with Caesar, or not captive to him,",female
I’ll set thee in a shower of gold and hail,female
Rich pearls upon thee.,female
Well said.,female
Th’ art an honest man.,female
Make thee a fortune from me.,female
"I do not like “But yet”, it does allay",female
The good precedence. Fie upon “But yet”!,female
“But yet” is as a gaoler to bring forth,female
"Some monstrous malefactor. Prithee, friend,",female
"Pour out the pack of matter to mine ear,",female
"The good and bad together: he’s friends with Caesar,",female
"In state of health, thou say’st; and, thou say’st, free.",female
For what good turn?,female
"I am pale, Charmian.",female
The most infectious pestilence upon thee!,female
,female
What say you?,female
,female
"Hence, horrible villain, or I’ll spurn thine eyes",female
Like balls before me! I’ll unhair thy head!,female
,female
"Thou shalt be whipped with wire and stewed in brine,",female
Smarting in ling’ring pickle.,female
"Say ’tis not so, a province I will give thee,",female
And make thy fortunes proud. The blow thou hadst,female
"Shall make thy peace for moving me to rage,",female
And I will boot thee with what gift beside,female
Thy modesty can beg.,female
"Rogue, thou hast lived too long.",female
,female
Some innocents ’scape not the thunderbolt.,female
"Melt Egypt into Nile, and kindly creatures",female
Turn all to serpents! Call the slave again.,female
"Though I am mad, I will not bite him. Call!",female
I will not hurt him.,female
,female
These hands do lack nobility that they strike,female
"A meaner than myself, since I myself",female
Have given myself the cause.,female
Enter the Messenger again with Charmian.,female
"Come hither, sir.",female
"Though it be honest, it is never good",female
To bring bad news. Give to a gracious message,female
"An host of tongues, but let ill tidings tell",female
Themselves when they be felt.,female
Is he married?,female
I cannot hate thee worser than I do,female
If thou again say “Yes.”,female
The gods confound thee! Dost thou hold there still!,female
"O, I would thou didst,",female
So half my Egypt were submerged and made,female
"A cistern for scaled snakes! Go, get thee hence.",female
"Hadst thou Narcissus in thy face, to me",female
Thou wouldst appear most ugly. He is married?,female
He is married?,female
"O, that his fault should make a knave of thee",female
